Title,Sample Code,Type,ID,Provider,Tags,License
USDA Crop Sequence Boundaries 2015-2022: MA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBMA1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: MD,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBMD1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: ME,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBME1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: MI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBMI1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: MN,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBMN1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: MO,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBMO1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: MS,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBMS1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: MT,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBMT1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: NC,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBNC1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: ND,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBND1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: NE,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBNE1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: NH,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBNH1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: NJ,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBNJ1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: NM,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBNM1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: NV,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBNV1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: NY,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBNY1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: OH,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBOH1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: OK,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBOK1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: OR,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBOR1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: PA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBPA1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: RI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBRI1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: SC,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBSC1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: SD,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBSD1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: TN,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBTN1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: TX,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBTX1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: UT,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBUT1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: VA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBVA1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: VT,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBVT1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: WA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBWA1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: WI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBWI1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: WV,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBWV1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USDA Crop Sequence Boundaries 2015-2022: WY,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USDA-CSB-APP,table,projects/nass-csb/assets/csb1522/CSBWY1522,"USDA NASS, USDA ERS","agricultural lands, USDA, crop layer, CDL, crop sequence boundary",custom
USGS Earthquake data,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:/global-events-layers/USGS-EARTHQUAKES-1923-2023,table,projects/sat-io/open-datasets/USGS/usgs_earthquakes_1923-2023,USGS,"earthquake, usgs",custom
USGS Historical Imagery Western US Imagery,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:analysis-ready-data/USGS-HISTORICAL-AERIAL-IMAGERY,image_collection,projects/wlfw-um/assets/historical-imagery/conus-west,"University of Montana, Lands for Wildlife, Montana NRCS and Intermountain West Joint Venture","Aerial imagery, United States, Great Plains, Great Basin, Historical, photogrammetry",Creative Commons Attribution Non Commercial 4.0 International
USGS Historical Imagery Western US Metadata,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:analysis-ready-data/USGS-HISTORICAL-AERIAL-IMAGERY,table,projects/wlfw-um/assets/historical-imagery/conus-west-seamlines,"University of Montana, Lands for Wildlife, Montana NRCS and Intermountain West Joint Venture","Aerial imagery, United States, Great Plains, Great Basin, Historical, photogrammetry",Creative Commons Attribution Non Commercial 4.0 International
USGS Historical Imagery Western US Metadata with date,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:analysis-ready-data/USGS-HISTORICAL-AERIAL-IMAGERY,table,projects/sat-io/open-datasets/wlfm-um-extra/wlfm-um-seamlines,"University of Montana, Lands for Wildlife, Montana NRCS and Intermountain West Joint Venture","Aerial imagery, United States, Great Plains, Great Basin, Historical, photogrammetry",Creative Commons Attribution Non Commercial 4.0 International
USGS Historical Topo maps 1:24000,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:analysis-ready-data/USGS-TOPO-RENDER,image_collection,projects/sat-io/open-datasets/USGS/historical_topo,USGS,"USGS, Historical maps, Topo Maps, Quads",custom
USGS Historical Topo maps 1:24000 map index,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:analysis-ready-data/USGS-TOPO-RENDER,table,projects/sat-io/open-datasets/USGS/TOPO_24K_MAPINDEX,USGS,"USGS, Historical maps, Topo Maps, Quads",custom
USGS MODIS Evapotranspiration Annual,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USGS-MODIS-ET,image_collection,projects/usgs-ssebop/modis_et_v5_annual,USGS,"evapotranspiration, MODIS, ETa, SSEBop, global, near real-time, monthly, annual, dekadal",custom
USGS MODIS Evapotranspiration Dekadal,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USGS-MODIS-ET,image_collection,projects/usgs-ssebop/modis_et_v5_dekadal,USGS,"evapotranspiration, MODIS, ETa, SSEBop, global, near real-time, monthly, annual, dekadal",custom
USGS MODIS Evapotranspiration Monthly,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:agriculture-vegetation-forestry/USGS-MODIS-ET,image_collection,projects/usgs-ssebop/modis_et_v5_monthly,USGS,"evapotranspiration, MODIS, ETa, SSEBop, global, near real-time, monthly, annual, dekadal",custom
